0.544256,0.547328
1.132544,1.137152
1.164288,1.168384
1.1904,1.201664
1.319936,1.355776
1.425408,1.46688
1.539072,1.586176
1.682432,1.688576
1.74336,1.74848
1.875456,1.897472
1.972736,1.97632
1.98912,1.993216
2.106368,2.123264
3.147264,3.15136
3.380224,3.38944
3.88608,3.902976
3.917312,3.932672
3.951104,3.958272
3.993088,4.020736
4.24448,4.265984
4.411904,4.425216
4.618752,4.644352
4.786688,4.824064
4.835328,4.85632
4.88704,4.891648
4.995072,5.0048
5.0176,5.037568
5.06112,5.064704
5.165056,5.175808
5.433856,5.436416
6.226944,6.235136
6.331392,6.34112
6.785024,6.793216
6.87616,6.880256
6.953472,6.973952
7.124992,7.128576
7.220736,7.223296
7.350784,7.353344
7.542272,7.547392
7.810048,7.829504
8.326656,8.354304
8.473088,8.508928
8.614912,8.623616
8.70144,8.749568
8.823808,8.829952
8.915968,8.921088
9.010688,9.019904
9.119232,9.138176
9.511936,9.54624
9.733632,9.803776
