0.013568,0.034048
0.093952,0.106752
0.186112,0.189696
0.269568,0.282880
0.353024,0.364800
0.438528,0.446208
0.525568,0.530176
0.606464,0.620800
0.703744,0.727296
0.760576,0.775424
0.907520,0.914176
0.950528,0.953088
1.011968,1.020160
1.098496,1.107200
1.124608,1.128192
1.287936,1.294592
1.334528,1.340672
1.355008,1.367808
1.436416,1.439488
1.454848,1.463552
1.565440,1.572096
1.672960,1.682688
2.004736,2.011392
2.147072,2.153216
2.170112,2.208000
2.257152,2.263296
2.345728,2.368256
2.459904,2.516224
2.691328,2.701056
2.913536,2.923776
3.027712,3.032320
3.384064,3.387648
3.620096,3.623168
3.743488,3.749120
3.860736,3.865856
4.012288,4.019968
4.604160,4.608256
4.788992,4.800256
