1.143488,1.17216
1.236672,1.28736
1.331392,1.408704
1.442496,1.489088
1.536192,1.583808
1.630912,1.684672
1.7328,1.806528
1.848,1.974464
2.009792,2.0528
2.20128,2.24736
2.28832,2.338496
2.388672,2.399936
2.473664,2.52128
2.577088,2.633408
2.67232,2.737856
2.779328,2.831552
2.878656,2.977472
3.012288,3.067584
3.1152,3.152576
3.208384,3.329728
3.365568,3.4096
3.455168,3.485376
3.536576,3.571904
3.62208,3.664576
3.7424,3.763392
3.822272,3.86784
3.918016,3.954368
4.012224,4.043456
4.106944,4.1392
4.200128,4.23392
4.291264,4.336832
4.379328,4.427968
4.474048,4.502208
4.55904,4.581568
4.654272,4.673216
4.749504,4.774592
