0.073344,0.098432
0.160384,0.334976
0.356992,0.469632
0.505472,0.607360
0.640640,0.749184
0.781952,0.952960
0.988288,1.094272
1.121920,1.173632
1.204352,1.302144
1.332864,1.373312
1.420928,1.473152
1.513600,1.558144
1.597568,1.667712
1.702528,1.750144
1.792128,1.907840
1.955968,1.993856
2.053760,2.137728
2.182784,2.228352
2.986624,3.027072
3.085440,3.123328
3.281536,3.293824
3.307648,3.354240
3.408512,3.429504
3.528832,3.566720
3.629184,3.657344
3.965568,4.011648
4.131968,4.142208
4.269184,4.339840
4.374144,4.376704
4.387968,4.429440
4.514432,4.547712
4.632192,4.725888
4.774016,4.816512
4.872832,4.897408
4.965504,4.995712
5.058688,5.090944
5.151360,5.197440
5.255808,5.288064
5.336704,5.372544
5.421184,5.500032
5.540992,5.586560
5.636224,5.663360
5.717632,5.766272
5.803648,5.833856
5.888128,5.922432
5.978752,6.004352
