0.0636864,0.1148864
0.1568201,0.4800201
0.4931538,0.7619538
0.7667538,0.9571538
0.9862875,1.1014875
1.1174875,1.1782875
1.1878875,1.3238875
1.3322212,1.3802212
1.4154212,1.4842212
1.5034212,1.5690212
1.5866212,1.6714212
1.6970212,1.7613549
1.7821549,1.9149549
1.9517549,2.0013549
2.0445549,2.1517549
2.1744886,2.2432886
2.9815560,3.0487560
3.0791560,3.1367560
3.3034897,3.3610897
3.4074897,3.4314897
3.5194897,3.5866897
3.6266897,3.6602897
3.9630234,4.0190234
4.2561571,4.3457571
4.3649571,4.4497571
4.4996908,4.5620908
4.6196908,4.7428908
4.7732908,4.8244908
5.0600245,5.1064245
5.1368245,5.2008245
5.2520245,5.3000245
5.3339582,5.3803582
5.4155582,5.5083582
5.5323582,5.5995582
5.6315582,5.6699582
5.7115582,5.7758919
5.8046919,5.8446919
5.8846919,5.9278919
5.9710919,6.0094919
