0.028992,0.035136
0.104256,0.109376
0.253248,0.300352
0.404800,0.484160
0.510272,0.534848
0.551232,0.557376
0.635200,0.717120
0.777024,0.807744
0.871232,0.884032
0.915776,1.048384
1.104192,1.125184
1.173312,1.177408
1.209152,1.249600
1.306432,1.332544
1.398080,1.422144
1.491264,1.524544
2.056000,2.059072
2.800448,2.868032
2.921280,2.944320
3.126080,3.135296
3.222336,3.238208
3.291968,3.319616
3.750208,3.753792
4.063552,4.090176
4.107072,4.149056
4.160320,4.200768
4.271424,4.283712
4.311872,4.325696
4.401984,4.422464
4.528960,4.535104
4.610368,4.628800
4.700480,4.715840
4.829504,4.842304
4.877632,4.927296
